Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Event,Medal
Norma Wilson Croker-Fleming,F,22,173,61,Australia,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Kimberley ""Kim"" Crow-Brennan",F,30,188,74,Australia,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Gold
John Bruce Cuneo,M,44,168,66,Australia,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold
"Elizabeth Alyse ""Betty"" Cuthbert",F,18,169,57,Australia,1956,Summer,Melbourne,Athletics,Athletics Women's 100 metres,Gold
"Elizabeth Alyse ""Betty"" Cuthbert",F,18,169,57,Australia,1956,Summer,Melbourne,Athletics,Athletics Women's 200 metres,Gold
"Elizabeth Alyse ""Betty"" Cuthbert",F,18,169,57,Australia,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Elizabeth Alyse ""Betty"" Cuthbert",F,26,169,57,Australia,1964,Summer,Tokyo,Athletics,Athletics Women's 400 metres,Gold
Chloe Elysha Dalton,F,23,180,72,Australia,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
Lara Shiree Davenport,F,24,174,63,Australia,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
John Griffith Davies,M,23,,,Australia,1952,Summer,Helsinki,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Peter Douglas Dawson,M,22,182,74,Australia,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Liam Andrew De Young,M,22,179,75,Australia,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
"Clara ""Clare"" Dennis (-Golding)",F,16,,,Australia,1932,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,Gold
John Thomas Devitt,M,19,185,85,Australia,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
John Thomas Devitt,M,23,185,85,Australia,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold
Michael Constantine Diamond (Diamondopoulous-),M,24,174,75,Australia,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Gold
Michael Constantine Diamond (Diamondopoulous-),M,28,174,75,Australia,2000,Summer,Sydney,Shooting,Shooting Men's Trap,Gold
Louise Karen Dobson,F,23,173,67,Australia,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
Loretta Dorman,F,25,165,61,Australia,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
Ralph Douglas Doubell,M,23,180,65,Australia,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,Gold
Phillip Peter Dutton,M,32,168,68,Australia,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Phillip Peter Dutton,M,37,168,68,Australia,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Jamie Raymond Dwyer,M,25,172,68,Australia,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
Nathan John Eglington,M,23,182,83,Australia,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
Troy Elder,M,26,180,84,Australia,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
"Herbert James ""Herb"" Elliott",M,22,181,68,Australia,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",Gold
Brittany Joyce Elmslie,F,18,179,73,Australia,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Brittany Joyce Elmslie,F,22,179,73,Australia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Chloe Esposito,F,24,168,55,Australia,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
Gemma Etheridge,F,29,169,66,Australia,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
Peter Maxwell Evans,M,18,190,77,Australia,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
"Richmond Cavill ""Dick"" Eve",M,23,168,,Australia,1924,Summer,Paris,Diving,Diving Men's Plain High,Gold
Simon John Fairweather,M,30,175,71,Australia,2000,Summer,Sydney,Archery,Archery Men's Individual,Gold
Renita Maree Farrell-Garard,F,24,167,65,Australia,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
Renita Maree Farrell-Garard,F,28,167,65,Australia,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
George Ingle Finch,M,35,,,Australia,1924,Winter,Chamonix,Alpinism,Alpinism Mixed Alpinism,Gold
Maree Beverley Fish,F,25,161,71,Australia,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
Brett Aitken,M,21,173,65,Australia,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
"Sandra Louise ""Sandy"" Allen-Lewis",F,25,170,59,Australia,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
Craig Anthony Anderson,M,23,187,86,Australia,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
"Janice ""Jan"" Andrew (-Thornett)",F,16,162,54,Australia,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Duncan John D'Arcy Armstrong,M,20,187,74,Australia,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Silver
Glenn Ashby,M,30,170,76,Australia,2008,Summer,Beijing,Sailing,Sailing Mixed Multihull,Silver
Jessica Ashwood,F,23,173,64,Australia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
George Gordon Avery,M,23,,,Australia,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Silver
Nathan Baggaley,M,28,193,90,Australia,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver
Nathan Baggaley,M,28,193,90,Australia,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Angie Lee Bainbridge,F,22,181,67,Australia,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Darren Balmforth,M,27,178,70,Australia,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Bronte Amelia Arnold Barratt,F,23,171,59,Australia,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Bronte Amelia Arnold Barratt,F,27,171,59,Australia,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Suzy Batkovic (-Brown),F,23,195,89,Australia,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
Suzy Batkovic (-Brown),F,27,195,89,Australia,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,28,170,65,Australia,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,32,170,65,Australia,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Amber Gerganiya Beckitt (-Shelley),F,19,162,59,Australia,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Dale Begg-Smith,M,25,186,84,Australia,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver
Mathew Belcher,M,33,173,62,Australia,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Silver
David Bell,M,21,170,65,Australia,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver
"Lynette ""Lyn"" Bell (-Chipchase)",F,17,167,57,Australia,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Lynette ""Lyn"" Bell (-Chipchase)",F,21,167,57,Australia,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Alexander Belonogoff,M,26,187,90,Australia,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
Glenn Stuart Beringen,M,19,185,72,Australia,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Silver
